NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,Label
Revolving loans,F,Y,1,135000.0,315000.0,15750.0,Commercial associate,Married,-14606,Valid
Cash loans,M,Y,3,157500.0,315000.0,23049.0,Maternity leave,Married,-12207,Invalid
Cash loans,F,N,0,103500.0,21748.0,13936.5,Working,Single / not married,-19059,Invalid
abcd,F,Y,0,180000.0,1762110.0,48586.5,Working,Married,-16253,Invalid
Cash loans,F,Y,2,108000.0,407938.5,32031.0,Working,Civil marriage,-14149,Valid
Cash loans,F,N,0,90000.0,536917.5,16407.0,Pensioner,Married,-20287,Valid
Revolving loans,M,Y,1,270000.0,270000.0,13500.0,State servant,Married,-16290,Valid
Cash loans,F,N,0,90000.0,900000.0,38133.0,Pensioner,Married,-4487,Invalid
Cash loans,M,N,1,135000.0,450000.0,41274.0,Working,Married,-10204,Valid
Cash loans,M,N,2,135000.0,170640.0,8298.0,Commercial associate,Married,-12951,Valid
Cash loans,M,Y,0,225000.0,1485000.0,40968.0,Maternity leave,Married,-11527,Invalid
Cash loans,M,Y,0,135000.0,202500.0,9846.0,Commercial associate,Single / not married,-13727,Valid
Cash loans,X,N,0,104850.0,1350000.0,41062.5,Working,Civil marriage,-11144,Invalid
Cash loans,F,Y,0,4773.0,490495.5,47911.5,State servant,Married,-14165,Invalid
Cash loans,F,Y,0,157500.0,1125000.0,33025.5,Pensioner,Married,-5778,Invalid
Cash loans,X,Y,0,103500.0,550980.0,30897.0,Working,Civil marriage,-15616,Invalid
Revolving loans,F,Y,0,90000.0,270000.0,13500.0,Working,Married,-19249,Valid
Cash loans,F,Y,0,306000.0,1515415.5,44437.5,Working,Separated,-10478,Valid
Cash loans,F,Y,0,81000.0,251091.0,25857.0,Pensioner,Separated,-19004,Valid
Cash loans,F,Y,1,213750.0,1078200.0,38331.0,Commercial associate,Married,-13118,Valid
Cash loans,F,N,0,112500.0,942300.0,30528.0,Working,Married,-10160,Valid
Cash loans,X,N,0,99000.0,1125000.0,29677.5,Working,Married,-14125,Invalid
Cash loans,M,Y,0,60875048.0,808650.0,26217.0,Pensioner,Married,-23105,Invalid
Cash loans,M,Y,0,180000.0,90000.0,9823.5,Working,Married,-9530,Valid
Cash loans,F,Y,0,135000.0,301896.0,27819.0,Commercial associate,Married,-13223,Valid
Cash loans,M,N,0,121500.0,848745.0,35959.5,Commercial associate,Married,-15485,Valid
Cash loans,X,N,2,202500.0,573628.5,29416.5,Working,Civil marriage,-11915,Invalid
Cash loans,M,Y,1,180000.0,436032.0,20457.0,Working,Married,-16342,Valid
Cash loans,F,Y,0,202500.0,571500.0,22275.0,Working,Civil marriage,-17445,Valid
abcd,F,N,0,90000.0,450000.0,21109.5,Pensioner,Single / not married,-20248,Invalid
Revolving loans,F,Y,0,315000.0,675000.0,33750.0,Pensioner,Married,-4035,Invalid
Cash loans,F,Y,0,112500.0,735579.0,32530.5,Working,Married,-16573,Valid
Cash loans,F,Y,0,112500.0,723604.5,37597.5,Pensioner,Single / not married,-6176,Invalid
Cash loans,M,N,2,135000.0,269550.0,19300.5,Working,Married,-16382,Valid
abcd,M,N,1,180000.0,755190.0,36459.0,Working,Married,-11749,Invalid
Cash loans,F,Y,0,202500.0,472644.0,30334.5,Commercial associate,Single / not married,-10443,Valid
Cash loans,M,Y,1,135000.0,508495.5,24592.5,Commercial associate,Married,-14034,Valid
Cash loans,F,Y,0,99000.0,5204305.0,23049.0,Working,Married,-18564,Invalid
Revolving loans,M,Y,0,270000.0,337500.0,16875.0,Maternity leave,Widow,-14578,Invalid
Cash loans,F,N,0,112500.0,406597.5,18040.5,Commercial associate,Civil marriage,-18321,Valid
Cash loans,F,Y,0,270000.0,254700.0,26226.0,Working,Married,-19928,Valid
Revolving loans,M,Y,1,64600255.0,540000.0,27000.0,Working,Married,-17639,Invalid
Cash loans,F,Y,0,81000.0,119448.0,7762.5,State servant,Married,-17558,Valid
Cash loans,M,Y,0,180000.0,630000.0,35176.5,Working,Married,-18449,Valid
Cash loans,F,Y,1,238500.0,24891.0,26230.5,Working,Civil marriage,-17274,Invalid
Cash loans,F,Y,0,207000.0,472500.0,44991.0,State servant,Married,-21045,Valid
Cash loans,F,Y,0,79895549.0,963000.0,28156.5,Working,Married,-13435,Invalid
Cash loans,M,Y,0,112500.0,631332.0,33633.0,Pensioner,Married,-5844,Invalid
Revolving loans,M,Y,0,67500.0,180000.0,9000.0,Working,Civil marriage,-18705,Valid
Cash loans,F,Y,0,180000.0,735003.0,41170.5,Working,Single / not married,-17224,Valid
Cash loans,F,N,0,90000.0,1125000.0,44748.0,State servant,Married,-14434,Valid
Cash loans,M,Y,1,315000.0,746280.0,59094.0,Commercial associate,Married,-16139,Valid
Cash loans,M,N,1,225000.0,1006920.0,46791.0,Pensioner,Married,-4646,Invalid
Cash loans,M,N,1,315000.0,1078200.0,38331.0,Pensioner,Married,-5780,Invalid
Revolving loans,X,Y,0,99000.0,270000.0,13500.0,Working,Single / not married,-13117,Invalid
Cash loans,F,Y,0,135000.0,787131.0,26145.0,Pensioner,Married,-5152,Invalid
Cash loans,M,N,0,88200.0,270000.0,25114.5,Pensioner,Married,-20880,Valid
Cash loans,X,Y,0,112500.0,675000.0,35419.5,Pensioner,Married,-20683,Invalid
Cash loans,F,Y,2,90000.0,1339146.0,39285.0,Pensioner,Married,-4766,Invalid
abcd,F,Y,0,157500.0,754740.0,21757.5,Pensioner,Civil marriage,-21578,Invalid
Cash loans,F,Y,0,157500.0,5206455.0,23931.0,State servant,Single / not married,-18830,Invalid
Cash loans,M,Y,0,112500.0,781920.0,28215.0,Commercial associate,Married,-13427,Valid
Cash loans,F,Y,0,225000.0,755190.0,36459.0,Pensioner,Married,-21275,Valid
abcd,F,N,0,85500.0,254700.0,23697.0,Commercial associate,Separated,-17247,Invalid
Cash loans,F,N,1,67500.0,178290.0,17761.5,Commercial associate,Married,-14787,Valid
Cash loans,M,Y,0,225000.0,640080.0,29970.0,Working,Single / not married,-9044,Valid
abcd,F,Y,1,225000.0,528633.0,22527.0,Working,Widow,-13931,Invalid
Cash loans,M,Y,0,202500.0,769500.0,22630.5,Pensioner,Married,-21977,Valid
Cash loans,F,N,1,135000.0,167895.0,16735.5,State servant,Married,-14761,Valid
Cash loans,M,Y,0,180000.0,979992.0,34848.0,Pensioner,Single / not married,-4642,Invalid
Cash loans,M,Y,0,315000.0,299772.0,23814.0,Commercial associate,Married,-19872,Valid
abcd,F,Y,0,157500.0,562491.0,24777.0,Working,Married,-16897,Invalid
Cash loans,F,Y,0,157500.0,435253.5,21298.5,Working,Civil marriage,-15393,Valid
Cash loans,M,N,1,67500.0,180000.0,21492.0,Maternity leave,Married,-13466,Invalid
Cash loans,M,Y,0,90000.0,234576.0,20133.0,Maternity leave,Married,-13392,Invalid
Cash loans,F,Y,1,180000.0,310734.0,30861.0,Commercial associate,Single / not married,-12841,Valid
Cash loans,M,N,0,90000.0,95940.0,10071.0,Maternity leave,Married,-11664,Invalid
Cash loans,F,Y,0,270000.0,547272.0,35104.5,Pensioner,Married,-17107,Valid
Cash loans,F,Y,0,225000.0,499221.0,27081.0,Working,Civil marriage,-15842,Valid
Cash loans,M,Y,0,225000.0,807984.0,47241.0,Working,Married,-15106,Valid
Cash loans,M,N,0,135000.0,364896.0,20565.0,Pensioner,Single / not married,-6418,Invalid
Cash loans,M,N,0,130500.0,247500.0,18112.5,Working,Civil marriage,-11362,Valid
abcd,F,N,0,112500.0,152820.0,15241.5,Pensioner,Married,-22601,Invalid
Revolving loans,F,Y,0,54000.0,135000.0,6750.0,Pensioner,Married,-4690,Invalid
Cash loans,F,N,0,112500.0,343377.0,23076.0,Commercial associate,Civil marriage,-16176,Valid
Cash loans,F,Y,0,675000.0,804649.5,76531.5,Pensioner,Married,-16014,Valid
Revolving loans,M,Y,0,450000.0,855000.0,42750.0,Maternity leave,Married,-12544,Invalid
Cash loans,F,Y,1,54000.0,234324.0,13212.0,Commercial associate,Civil marriage,-13944,Valid
Cash loans,M,N,0,202500.0,423000.0,22963.5,Working,Single / not married,-21839,Valid
Revolving loans,F,Y,0,135000.0,270000.0,13500.0,Working,Separated,-17648,Valid
Revolving loans,F,Y,2,112500.0,270000.0,13500.0,Working,Married,-9818,Valid
Cash loans,M,Y,0,112500.0,343800.0,12478.5,Maternity leave,Married,-12898,Invalid
Cash loans,M,Y,0,67500.0,598486.5,21496.5,Maternity leave,Married,-13152,Invalid
Cash loans,F,Y,1,67500.0,755190.0,33264.0,Working,Married,-16589,Valid
Revolving loans,M,Y,0,144000.0,292500.0,14625.0,Maternity leave,Single / not married,-13912,Invalid
Cash loans,F,Y,0,180000.0,1288350.0,37800.0,Working,Single / not married,-13686,Valid
Cash loans,F,Y,0,157500.0,545040.0,26640.0,State servant,Married,-9694,Valid
Cash loans,F,Y,2,45000.0,412942.5,32755.5,State servant,Married,-11151,Valid
Cash loans,F,Y,0,180000.0,1133748.0,33277.5,Working,Married,-19473,Valid
Revolving loans,M,Y,0,65250.0,135000.0,6750.0,Working,Single / not married,-12821,Valid
Cash loans,F,N,0,54000.0,157500.0,6934.5,Working,Married,-18531,Valid
Revolving loans,M,Y,0,81000.0,180000.0,9000.0,Maternity leave,Single / not married,-13739,Invalid
Cash loans,F,Y,0,180000.0,348264.0,23274.0,Commercial associate,Married,-14243,Valid
Cash loans,M,Y,0,76500.0,284400.0,19134.0,Commercial associate,Married,-12620,Valid
Cash loans,M,Y,0,202500.0,1078200.0,31653.0,Maternity leave,Separated,-14158,Invalid
Cash loans,M,N,0,270000.0,900000.0,46732.5,Pensioner,Civil marriage,-4821,Invalid
Revolving loans,F,N,1,126000.0,202500.0,10125.0,Commercial associate,Married,-9673,Valid
Cash loans,M,N,0,180000.0,1546020.0,45333.0,Working,Married,-11713,Valid
Cash loans,F,Y,0,3679.0,765000.0,44725.5,State servant,Civil marriage,-9728,Invalid
Cash loans,F,Y,1,135000.0,614475.0,23161.5,Working,Civil marriage,-17081,Valid
Cash loans,X,Y,0,270000.0,241618.5,27391.5,Working,Single / not married,-10598,Invalid
Cash loans,F,N,0,270000.0,521280.0,35392.5,Pensioner,Married,-5726,Invalid
Cash loans,F,Y,0,292500.0,1800000.0,49500.0,State servant,Married,-18728,Valid
Cash loans,F,N,2,360000.0,22835.0,38605.5,Working,Married,-14350,Invalid
Cash loans,M,N,2,157500.0,687600.0,19039.5,Working,Married,-13858,Valid
Cash loans,M,N,3,4783.0,135000.0,7321.5,Working,Married,-12033,Invalid
Cash loans,M,Y,0,76500.0,152820.0,8901.0,Maternity leave,Married,-11424,Invalid
Revolving loans,M,Y,1,90000.0,180000.0,9000.0,Pensioner,Married,-4861,Invalid
Cash loans,M,N,0,180000.0,540000.0,29295.0,Working,Married,-17782,Valid
Cash loans,X,N,1,225000.0,1325475.0,56290.5,Working,Civil marriage,-13210,Invalid
Cash loans,F,Y,0,45000.0,484789.5,25510.5,Pensioner,Married,-19341,Valid
Cash loans,M,Y,0,135000.0,247275.0,17586.0,Maternity leave,Married,-11111,Invalid
abcd,M,N,0,76500.0,180000.0,9000.0,Working,Single / not married,-7712,Invalid
Revolving loans,F,Y,0,85500.0,180000.0,9000.0,Pensioner,Widow,-4119,Invalid
Cash loans,F,N,0,202500.0,518562.0,26604.0,Working,Married,-17981,Valid
Revolving loans,X,Y,0,171000.0,315000.0,15750.0,Working,Married,-20943,Invalid
Cash loans,F,Y,0,112500.0,314100.0,15241.5,Commercial associate,Married,-19078,Valid
Cash loans,F,N,0,157500.0,1080000.0,45886.5,Working,Married,-16712,Valid
Cash loans,F,N,1,1643.0,315000.0,18081.0,Working,Separated,-13705,Invalid
Cash loans,M,N,0,135000.0,616500.0,17667.0,Working,Married,-10515,Valid
Cash loans,F,Y,3,171000.0,5105550.0,13014.0,State servant,Civil marriage,-10949,Invalid
Revolving loans,F,Y,0,675000.0,2250000.0,225000.0,Pensioner,Married,-4513,Invalid
Cash loans,X,Y,0,405000.0,1408806.0,94657.5,Commercial associate,Single / not married,-14469,Invalid
Cash loans,M,Y,0,315000.0,1113840.0,47322.0,Working,Single / not married,-16551,Valid
Cash loans,F,Y,0,64014111.0,384048.0,13923.0,Pensioner,Separated,-22194,Invalid
Cash loans,F,Y,3,112500.0,25086.0,14242.5,Commercial associate,Married,-12517,Invalid
abcd,M,Y,2,180000.0,868797.0,39388.5,Commercial associate,Married,-14031,Invalid
Cash loans,M,Y,0,360000.0,1467612.0,58333.5,Commercial associate,Civil marriage,-16466,Valid
Cash loans,F,Y,0,450000.0,463500.0,19768.5,Commercial associate,Married,-19394,Valid
Cash loans,F,N,2,126000.0,1125000.0,33025.5,Pensioner,Married,-4690,Invalid
Cash loans,M,N,0,67567087.0,252000.0,11745.0,Working,Married,-21940,Invalid
Cash loans,F,Y,0,67500.0,272520.0,16803.0,Pensioner,Single / not married,-23376,Valid
Cash loans,M,Y,0,202500.0,286704.0,17455.5,Maternity leave,Civil marriage,-12552,Invalid
Cash loans,M,N,1,180000.0,1125000.0,32895.0,Working,Married,-14900,Valid
Cash loans,M,Y,0,238500.0,906615.0,30091.5,Maternity leave,Married,-14015,Invalid
Cash loans,F,N,0,103500.0,753840.0,24448.5,Working,Single / not married,-13782,Valid
Cash loans,M,Y,0,128250.0,225000.0,22383.0,Pensioner,Married,-24166,Valid
Cash loans,F,Y,1,66986499.0,286704.0,24736.5,Working,Married,-15289,Invalid
Cash loans,M,Y,0,112500.0,152820.0,16047.0,Maternity leave,Married,-12815,Invalid
Revolving loans,F,Y,0,81688.5,24298.0,6750.0,Commercial associate,Separated,-13137,Invalid
abcd,F,N,0,135000.0,384048.0,11772.0,Working,Single / not married,-9560,Invalid
Cash loans,F,N,0,54000.0,225000.0,21168.0,Pensioner,Married,-22698,Valid
Cash loans,M,Y,0,157500.0,819792.0,39568.5,Working,Married,-19356,Valid
Revolving loans,M,Y,0,135000.0,270000.0,13500.0,Commercial associate,Married,-14733,Valid
Cash loans,X,N,0,112500.0,646920.0,17194.5,Working,Married,-19747,Invalid
Cash loans,M,N,3,99000.0,403249.5,19741.5,Maternity leave,Married,-12887,Invalid
Cash loans,M,Y,0,157500.0,313438.5,18121.5,Working,Married,-19214,Valid
Cash loans,F,N,1,135000.0,808650.0,26217.0,Pensioner,Married,-5957,Invalid
Cash loans,F,Y,1,90000.0,225000.0,15349.5,Pensioner,Separated,-5347,Invalid
Cash loans,X,Y,0,90000.0,544491.0,17694.0,Commercial associate,Married,-20840,Invalid
Cash loans,F,N,0,315000.0,1191595.5,31432.5,Working,Single / not married,-11881,Valid
Cash loans,F,N,1,112500.0,364896.0,13653.0,Commercial associate,Married,-16477,Valid
Cash loans,M,N,2,135000.0,497520.0,31923.0,Maternity leave,Married,-13607,Invalid
Cash loans,F,Y,0,171000.0,585000.0,21010.5,Pensioner,Civil marriage,-23536,Valid
Revolving loans,F,Y,0,202500.0,270000.0,13500.0,State servant,Civil marriage,-20437,Valid
Cash loans,M,Y,1,225000.0,5258283.0,23202.0,Commercial associate,Married,-20952,Invalid
Cash loans,M,Y,1,157500.0,331110.0,34056.0,Maternity leave,Married,-12849,Invalid
Cash loans,M,N,1,73839657.0,545040.0,16654.5,Working,Married,-12560,Invalid
Cash loans,F,Y,1,72000.0,5215631.0,20119.5,Commercial associate,Married,-14113,Invalid
Cash loans,M,Y,1,180000.0,545040.0,39627.0,Pensioner,Married,-4223,Invalid
Cash loans,F,Y,0,225000.0,427500.0,27963.0,Working,Married,-17124,Valid
Cash loans,F,N,0,202500.0,1575000.0,41679.0,Commercial associate,Married,-13677,Valid
abcd,M,Y,2,162000.0,157500.0,7875.0,Working,Married,-17056,Invalid
Cash loans,M,Y,0,225000.0,1350000.0,42520.5,Maternity leave,Single / not married,-13297,Invalid
Cash loans,F,Y,0,165600.0,450000.0,23107.5,Working,Married,-18808,Valid
Cash loans,M,N,0,81000.0,5207805.0,16825.5,Working,Separated,-20867,Invalid
Revolving loans,X,Y,0,270000.0,675000.0,33750.0,State servant,Married,-23222,Invalid
Cash loans,F,N,0,103500.0,143910.0,14233.5,Pensioner,Single / not married,-24543,Valid
Cash loans,F,Y,2,157500.0,547344.0,33615.0,Commercial associate,Married,-12022,Valid
Cash loans,M,N,0,112500.0,584766.0,28260.0,Pensioner,Married,-5777,Invalid
Cash loans,F,Y,0,67500.0,269550.0,14242.5,Working,Single / not married,-18378,Valid
Cash loans,F,Y,0,130500.0,237204.0,10444.5,Pensioner,Civil marriage,-4743,Invalid
Cash loans,F,Y,2,67500.0,215640.0,11290.5,Working,Single / not married,-12878,Valid
Cash loans,M,N,0,130500.0,503266.5,24210.0,Maternity leave,Widow,-13133,Invalid
Cash loans,M,Y,0,270000.0,675000.0,36616.5,Working,Single / not married,-9548,Valid
Cash loans,X,N,0,112500.0,634500.0,24583.5,Commercial associate,Married,-10828,Invalid
Cash loans,X,Y,0,90000.0,364896.0,18760.5,Pensioner,Married,-22034,Invalid
Cash loans,F,Y,0,117000.0,163201.5,11488.5,Pensioner,Married,-22730,Valid
Cash loans,F,Y,0,67500.0,172692.0,16951.5,Pensioner,Widow,-23909,Valid
Cash loans,F,Y,1,180000.0,578979.0,31536.0,Pensioner,Married,-19069,Valid
Cash loans,M,N,0,247500.0,349258.5,15912.0,Maternity leave,Single / not married,-12806,Invalid
Cash loans,F,N,0,130500.0,381096.0,11142.0,Pensioner,Married,-6432,Invalid
Revolving loans,M,Y,0,90000.0,180000.0,9000.0,Maternity leave,Single / not married,-11412,Invalid
Cash loans,M,Y,1,162000.0,225000.0,12204.0,Pensioner,Married,-4193,Invalid
Revolving loans,F,Y,0,90000.0,5213106.0,11250.0,Working,Married,-16987,Invalid
Cash loans,M,Y,0,270000.0,22124.0,17059.5,Working,Separated,-17277,Invalid
Cash loans,M,Y,0,135000.0,314100.0,16164.0,Pensioner,Married,-5003,Invalid
Cash loans,M,Y,0,121500.0,728460.0,38214.0,Pensioner,Married,-4516,Invalid
Cash loans,M,N,0,90000.0,1072809.0,31365.0,Maternity leave,Married,-12903,Invalid
Cash loans,X,Y,0,135000.0,720000.0,30636.0,Commercial associate,Married,-16497,Invalid
Cash loans,F,Y,0,76500.0,690048.0,22387.5,Working,Married,-18107,Valid
Cash loans,F,Y,1,67500.0,284400.0,19134.0,Pensioner,Married,-6269,Invalid
Cash loans,M,Y,1,315000.0,314100.0,17167.5,Working,Married,-16304,Valid
Cash loans,M,Y,0,81000.0,264888.0,27270.0,Maternity leave,Married,-12101,Invalid
Cash loans,F,Y,0,112500.0,132444.0,13230.0,Pensioner,Single / not married,-4723,Invalid
Cash loans,F,Y,0,270000.0,481495.5,32436.0,Pensioner,Married,-21483,Valid
Cash loans,F,N,0,72000.0,808650.0,23643.0,State servant,Married,-14850,Valid
Cash loans,F,Y,1,171000.0,675000.0,34596.0,Working,Married,-13713,Valid
Cash loans,M,N,2,90000.0,352044.0,17253.0,Pensioner,Married,-4239,Invalid
Cash loans,M,Y,1,270000.0,976711.5,38866.5,Pensioner,Married,-5547,Invalid
Revolving loans,M,Y,2,67500.0,180000.0,9000.0,Working,Married,-17631,Valid
Cash loans,M,N,0,157500.0,1078200.0,31653.0,Maternity leave,Civil marriage,-12339,Invalid
Revolving loans,F,Y,0,72000.0,23331.0,11250.0,Working,Married,-14440,Invalid
Cash loans,F,Y,1,54000.0,170640.0,11034.0,State servant,Married,-10642,Valid
Cash loans,M,N,0,270000.0,1350000.0,71928.0,Pensioner,Married,-6115,Invalid
Cash loans,M,Y,0,103500.0,562491.0,22437.0,Maternity leave,Married,-11443,Invalid
Cash loans,F,Y,0,193500.0,1006920.0,40063.5,Working,Single / not married,-18449,Valid
Cash loans,X,Y,0,180000.0,291384.0,22680.0,Commercial associate,Separated,-16895,Invalid
Revolving loans,M,Y,0,157500.0,180000.0,9000.0,Commercial associate,Married,-18449,Valid
Cash loans,M,Y,0,157500.0,900000.0,57649.5,Pensioner,Married,-5372,Invalid
Cash loans,F,Y,0,202500.0,5121776.0,29304.0,Commercial associate,Married,-15579,Invalid
Cash loans,F,N,1,180000.0,545040.0,26640.0,Working,Married,-14611,Valid
Cash loans,F,Y,1,90000.0,299250.0,8226.0,Commercial associate,Married,-8164,Valid
Cash loans,F,N,0,382500.0,327024.0,23926.5,Pensioner,Civil marriage,-4786,Invalid
Cash loans,M,Y,0,202500.0,265306.5,26370.0,Maternity leave,Married,-14498,Invalid
abcd,M,N,1,112500.0,450000.0,24543.0,Working,Married,-9998,Invalid
Cash loans,M,N,0,90000.0,868500.0,38385.0,Maternity leave,Married,-11546,Invalid
Cash loans,F,Y,0,216000.0,341280.0,27094.5,Pensioner,Single / not married,-5907,Invalid
Cash loans,M,Y,0,84106894.0,315666.0,22576.5,Working,Civil marriage,-13577,Invalid
Cash loans,F,Y,0,135000.0,640080.0,24259.5,Pensioner,Married,-4127,Invalid
Cash loans,F,Y,1,103500.0,544491.0,17563.5,State servant,Married,-14470,Valid
Cash loans,F,Y,0,76500.0,144000.0,14157.0,Pensioner,Married,-5930,Invalid
Cash loans,F,Y,0,112500.0,20862.0,9211.5,Working,Single / not married,-22159,Invalid
Cash loans,F,N,0,135000.0,612612.0,29601.0,Working,Married,-14802,Valid
Cash loans,F,Y,0,2448.0,327024.0,15241.5,Pensioner,Single / not married,-21269,Invalid
Cash loans,X,Y,0,67500.0,107820.0,7798.5,Pensioner,Widow,-23635,Invalid
Cash loans,F,Y,0,77678759.0,1024740.0,52452.0,Working,Married,-19840,Invalid
Cash loans,F,Y,0,90000.0,785250.0,25461.0,Working,Single / not married,-9327,Valid
Cash loans,M,N,1,225000.0,808650.0,21460.5,Commercial associate,Married,-12865,Valid
Cash loans,F,Y,0,157500.0,755190.0,29677.5,Pensioner,Married,-21770,Valid
Cash loans,F,Y,2,135000.0,545040.0,25407.0,Commercial associate,Widow,-11684,Valid
Cash loans,M,Y,0,225000.0,807984.0,43177.5,Maternity leave,Single / not married,-13852,Invalid
Revolving loans,M,Y,0,180000.0,540000.0,27000.0,Commercial associate,Separated,-20005,Valid
Cash loans,M,Y,0,180000.0,166500.0,8631.0,Working,Married,-17554,Valid
Cash loans,F,Y,1,130500.0,1092190.5,46404.0,Pensioner,Married,-6351,Invalid
Cash loans,M,Y,0,405000.0,1345500.0,51246.0,Working,Married,-20453,Valid
Cash loans,F,Y,0,112500.0,781920.0,46692.0,Pensioner,Married,-20493,Valid
Cash loans,M,N,0,72000.0,135000.0,10953.0,Pensioner,Single / not married,-4920,Invalid
Cash loans,M,N,0,54000.0,5137827.0,13338.0,Pensioner,Widow,-22779,Invalid
Cash loans,M,Y,0,73928551.0,592560.0,31153.5,Commercial associate,Married,-16435,Invalid
Cash loans,M,Y,0,202500.0,1546020.0,45202.5,Commercial associate,Married,-17652,Valid
Cash loans,F,Y,0,270000.0,1116000.0,44388.0,Commercial associate,Married,-18153,Valid
Revolving loans,F,Y,1,112500.0,247500.0,12375.0,Commercial associate,Civil marriage,-8138,Valid
Cash loans,F,Y,2,135000.0,256765.5,19998.0,State servant,Married,-15788,Valid
abcd,F,Y,1,99000.0,90000.0,8766.0,Working,Civil marriage,-11891,Invalid
Cash loans,M,Y,2,405000.0,1436850.0,46480.5,Commercial associate,Married,-13274,Valid
Cash loans,F,Y,1,180000.0,450000.0,20979.0,Commercial associate,Civil marriage,-14007,Valid
Revolving loans,M,Y,0,157500.0,202500.0,10125.0,Commercial associate,Married,-22972,Valid
Cash loans,F,Y,0,69958886.0,585000.0,18999.0,Commercial associate,Civil marriage,-16704,Invalid
Cash loans,F,Y,0,90000.0,352044.0,16542.0,Pensioner,Single / not married,-5504,Invalid
Cash loans,M,N,0,112500.0,755190.0,38686.5,Commercial associate,Married,-15357,Valid
Cash loans,M,N,2,157500.0,219069.0,12015.0,Pensioner,Separated,-16396,Valid
Cash loans,M,N,0,540000.0,675000.0,49248.0,Working,Married,-13102,Valid
Cash loans,F,Y,0,225000.0,284256.0,28111.5,Working,Married,-16016,Valid
Cash loans,F,Y,0,270000.0,1051294.5,30870.0,Pensioner,Married,-5186,Invalid
abcd,M,N,0,112500.0,317979.0,16236.0,State servant,Married,-16213,Invalid
Cash loans,F,Y,0,225000.0,592560.0,28638.0,Working,Married,-21644,Valid
Cash loans,F,Y,0,135000.0,1327500.0,38943.0,Pensioner,Married,-19223,Valid
Cash loans,M,Y,0,292500.0,832500.0,42507.0,Maternity leave,Married,-13787,Invalid
Cash loans,F,Y,3,81000.0,284400.0,19134.0,Commercial associate,Married,-15801,Valid
Cash loans,M,N,1,270000.0,454500.0,19255.5,Working,Separated,-13859,Valid
Cash loans,M,Y,3,90000.0,691020.0,26905.5,Maternity leave,Married,-11496,Invalid
Cash loans,F,N,0,67500.0,490495.5,30006.0,Pensioner,Married,-4106,Invalid
Cash loans,F,N,1,90000.0,20129.0,17775.0,State servant,Married,-15994,Invalid
Cash loans,M,Y,0,180000.0,191880.0,20146.5,Maternity leave,Single / not married,-11793,Invalid
Cash loans,X,Y,0,180000.0,203760.0,22072.5,Commercial associate,Married,-17486,Invalid
Cash loans,M,N,0,112500.0,135000.0,8757.0,Maternity leave,Single / not married,-12927,Invalid
abcd,F,Y,1,225000.0,1056447.0,31018.5,Working,Married,-10284,Invalid
Cash loans,M,Y,0,135000.0,267102.0,30339.0,Working,Married,-18331,Valid
Cash loans,M,Y,0,135000.0,180000.0,9189.0,Working,Married,-20043,Valid
Cash loans,M,Y,0,112500.0,808650.0,23773.5,Maternity leave,Married,-13596,Invalid
Cash loans,M,N,0,112500.0,531265.5,25839.0,State servant,Single / not married,-9294,Valid
Revolving loans,F,Y,1,112500.0,270000.0,13500.0,Working,Married,-13830,Valid
Cash loans,M,Y,0,112500.0,511249.5,24723.0,Maternity leave,Civil marriage,-10954,Invalid
Cash loans,F,N,2,180000.0,314100.0,12420.0,State servant,Single / not married,-10891,Valid
Cash loans,X,N,0,135000.0,545040.0,20677.5,Commercial associate,Married,-16395,Invalid
Cash loans,F,Y,0,103500.0,417024.0,25330.5,Working,Married,-13585,Valid
Cash loans,M,Y,0,180000.0,381528.0,22032.0,Commercial associate,Married,-19515,Valid
Cash loans,F,N,0,312.0,215865.0,23247.0,Commercial associate,Civil marriage,-10509,Invalid
Cash loans,M,Y,2,202500.0,622413.0,31909.5,Pensioner,Married,-12746,Valid
Cash loans,F,Y,1,67500.0,5120476.0,9630.0,Commercial associate,Separated,-16593,Invalid
Cash loans,F,N,0,180000.0,191880.0,20664.0,Commercial associate,Civil marriage,-9195,Valid
Cash loans,F,N,0,81000.0,781920.0,33259.5,Pensioner,Widow,-4971,Invalid
Cash loans,F,Y,0,64058558.0,526491.0,19039.5,Working,Married,-17745,Invalid
Cash loans,F,Y,0,4386.0,157500.0,7659.0,Working,Married,-14886,Invalid
Cash loans,M,Y,0,292500.0,755190.0,36459.0,Maternity leave,Married,-11403,Invalid
Cash loans,F,Y,2,247500.0,545040.0,43191.0,Working,Married,-13120,Valid
abcd,M,Y,1,157500.0,315000.0,16623.0,Working,Married,-10146,Invalid
Cash loans,M,Y,0,90000.0,625536.0,26500.5,Maternity leave,Married,-11600,Invalid
Cash loans,M,N,2,292500.0,234324.0,23305.5,Maternity leave,Married,-12411,Invalid
Cash loans,F,Y,0,112500.0,814041.0,23931.0,Working,Separated,-17199,Valid
Cash loans,M,Y,0,112500.0,360000.0,23566.5,Maternity leave,Married,-11737,Invalid
Cash loans,M,Y,1,202500.0,1327855.5,50706.0,Maternity leave,Civil marriage,-11227,Invalid
Revolving loans,M,Y,1,135000.0,270000.0,13500.0,Maternity leave,Separated,-11219,Invalid
